,STATE/UT,YEAR,RESIDENTIAL PREMISES - Dacoity,RESIDENTIAL PREMISES - Robbery,RESIDENTIAL PREMISES - Burglary,RESIDENTIAL PREMISES - Theft,HIGHWAYS - Dacoity,HIGHWAYS - Robbery,HIGHWAYS - Burglary,HIGHWAYS - Theft,RIVER and SEA - Dacoity,RIVER and SEA - Robbery,RIVER and SEA - Burglary,RIVER and SEA - Theft,RAILWAYS - Dacoity,RAILWAYS - Robbery,RAILWAYS - Burglary,RAILWAYS - Theft,BANKS - Dacoity,BANKS - Robbery,BANKS - Burglary,BANKS - Theft,COMMERCIAL ESTABLISHMENTS - Dacoity,COMMERCIAL ESTABLISHMENTS - Robbery,COMMERCIAL ESTABLISHMENTS - Burglary,COMMERCIAL ESTABLISHMENTS - Theft,OTHER PLACES - Dacoity,OTHER PLACES - Robbery,OTHER PLACES - Burglary,OTHER PLACES - Theft,TOTAL - Dacoity,TOTAL - Robbery,TOTAL - Burglary,TOTAL - Theft
262,PUDUCHERRY,2007.0,0.0,2.0,47.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,36.0,1.0,6.0,10.0,645.0,1.0,8.0,86.0,787
263,TOTAL (UTs),2007.0,10.0,47.0,1620.0,4742.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,739.0,0.0,1.0,2.0,6.0,4.0,30.0,481.0,1707.0,31.0,530.0,394.0,12631.0,46.0,616.0,2498.0,19826
264,TOTAL (ALL-INDIA),2007.0,1650.0,2564.0,58999.0,73427.0,748.0,3663.0,386.0,11021.0,7.0,8.0,17.0,167.0,123.0,323.0,72.0,12762.0,56.0,78.0,310.0,366.0,288.0,971.0,14796.0,28200.0,1707.0,11529.0,16638.0,159100.0,4579.0,19136.0,91218.0,285043
265,ANDHRA PRADESH,2008.0,45.0,226.0,6185.0,9532.0,28.0,91.0,0.0,305.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,799.0,0.0,0.0,18.0,28.0,3.0,25.0,931.0,2569.0,34.0,275.0,1197.0,12128.0,110.0,623.0,8332.0,25362
266,ARUNACHAL PRADESH,2008.0,3.0,22.0,96.0,135.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,74.0,66.0,7.0,21.0,75.0,237.0,14.0,79.0,245.0,445
267,ASSAM,2008.0,190.0,213.0,1643.0,3350.0,36.0,76.0,29.0,219.0,6.0,3.0,1.0,15.0,5.0,1.0,0.0,9.0,2.0,0.0,0.0,2.0,25.0,51.0,437.0,961.0,48.0,224.0,1037.0,3456.0,312.0,568.0,3147.0,8012
268,BIHAR,2008.0,412.0,244.0,2852.0,5833.0,99.0,724.0,0.0,232.0,0.0,21.0,0.0,1.0,25.0,36.0,0.0,868.0,12.0,4.0,3.0,11.0,35.0,57.0,202.0,1566.0,103.0,506.0,357.0,4695.0,686.0,1592.0,3414.0,13206
269,CHHATTISGARH,2008.0,36.0,58.0,3225.0,1404.0,10.0,101.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,210.0,0.0,8.0,12.0,8.0,1.0,17.0,269.0,466.0,77.0,313.0,604.0,3985.0,124.0,500.0,4112.0,6079
270,GOA,2008.0,0.0,3.0,173.0,81.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,98.0,47.0,1.0,19.0,29.0,459.0,3.0,23.0,302.0,601
271,GUJARAT,2008.0,87.0,201.0,2932.0,4194.0,34.0,58.0,7.0,79.0,1.0,2.0,0.0,4.0,4.0,13.0,0.0,779.0,0.0,2.0,20.0,19.0,25.0,133.0,949.0,2411.0,105.0,913.0,1145.0,13229.0,256.0,1322.0,5053.0,20715
272,HARYANA,2008.0,23.0,84.0,2800.0,2081.0,29.0,119.0,11.0,187.0,0.0,1.0,0.0,0.0,1.0,22.0,1.0,497.0,3.0,12.0,21.0,4.0,13.0,28.0,977.0,2562.0,51.0,289.0,439.0,7378.0,120.0,555.0,4249.0,12709
273,HIMACHAL PRADESH,2008.0,1.0,1.0,404.0,100.0,1.0,5.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,207.0,125.0,2.0,14.0,262.0,893.0,6.0,20.0,885.0,1152
274,JAMMU & KASHMIR,2008.0,0.0,18.0,703.0,629.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,96.0,0.0,6.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,7.0,280.0,338.0,3.0,32.0,360.0,1071.0,3.0,67.0,1347.0,2198
275,JHARKHAND,2008.0,164.0,166.0,1035.0,3181.0,154.0,380.0,0.0,290.0,0.0,0.0,0.0,2.0,19.0,18.0,0.0,110.0,4.0,7.0,0.0,1.0,13.0,27.0,154.0,1051.0,62.0,163.0,186.0,2634.0,416.0,761.0,1375.0,7269
276,KARNATAKA,2008.0,61.0,231.0,4469.0,3855.0,42.0,76.0,13.0,128.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,300.0,2.0,2.0,50.0,18.0,8.0,42.0,1012.0,1935.0,154.0,1236.0,714.0,11584.0,270.0,1615.0,6258.0,17820
277,KERALA,2008.0,13.0,215.0,2134.0,1569.0,11.0,27.0,0.0,74.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,151.0,0.0,0.0,16.0,0.0,13.0,40.0,700.0,452.0,53.0,533.0,1031.0,3570.0,91.0,816.0,3882.0,5818
278,MADHYA PRADESH,2008.0,48.0,89.0,7435.0,6513.0,14.0,250.0,15.0,567.0,0.0,1.0,2.0,66.0,4.0,20.0,6.0,1347.0,0.0,15.0,8.0,78.0,4.0,92.0,1774.0,3618.0,90.0,1767.0,1832.0,12394.0,160.0,2234.0,11072.0,24583
279,MAHARASHTRA,2008.0,147.0,302.0,10260.0,9501.0,78.0,262.0,0.0,174.0,3.0,0.0,1.0,25.0,19.0,63.0,1.0,3340.0,3.0,7.0,74.0,42.0,60.0,161.0,3052.0,3433.0,501.0,2236.0,2616.0,36345.0,811.0,3031.0,16004.0,52860
280,MANIPUR,2008.0,0.0,0.0,24.0,81.0,1.0,4.0,0.0,43.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,10.0,0.0,3.0,17.0,308.0,1.0,7.0,76.0,446
281,MEGHALAYA,2008.0,15.0,19.0,96.0,235.0,16.0,15.0,0.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,17.0,30.0,29.0,30.0,54.0,383.0,63.0,65.0,168.0,669
282,MIZORAM,2008.0,0.0,0.0,249.0,345.0,1.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,158.0,3.0,0.0,17.0,239.0,4.0,6.0,338.0,747
283,NAGALAND,2008.0,1.0,19.0,42.0,129.0,4.0,43.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,4.0,18.0,64.0,1.0,21.0,65.0,102.0,6.0,87.0,127.0,345
284,ODISHA,2008.0,97.0,236.0,1928.0,2020.0,52.0,420.0,28.0,141.0,0.0,0.0,0.0,5.0,1.0,18.0,3.0,430.0,8.0,5.0,18.0,0.0,47.0,107.0,484.0,909.0,100.0,559.0,639.0,3914.0,305.0,1345.0,3100.0,7419
285,PUNJAB,2008.0,9.0,21.0,1104.0,1569.0,2.0,6.0,1.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,45.0,0.0,1.0,21.0,2.0,0.0,13.0,606.0,780.0,28.0,125.0,889.0,3127.0,40.0,167.0,2621.0,5563
286,RAJASTHAN,2008.0,14.0,16.0,2795.0,3088.0,11.0,60.0,0.0,154.0,0.0,0.0,0.0,11.0,1.0,6.0,0.0,350.0,1.0,3.0,36.0,0.0,13.0,22.0,1137.0,443.0,24.0,722.0,768.0,16365.0,64.0,829.0,4736.0,20411
287,SIKKIM,2008.0,0.0,3.0,59.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,8.0,1.0,3.0,10.0,64.0,1.0,7.0,81.0,127
288,TAMIL NADU,2008.0,44.0,169.0,2466.0,3840.0,12.0,27.0,5.0,143.0,0.0,0.0,0.0,5.0,1.0,18.0,1.0,289.0,0.0,0.0,16.0,1.0,10.0,72.0,512.0,2051.0,33.0,376.0,849.0,8690.0,100.0,662.0,3849.0,15019
289,TRIPURA,2008.0,7.0,38.0,142.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,116.0,6.0,48.0,52.0,145.0,13.0,95.0,218.0,499
290,UTTAR PRADESH,2008.0,69.0,134.0,3676.0,3166.0,37.0,791.0,0.0,10223.0,0.0,0.0,0.0,0.0,18.0,40.0,4.0,1521.0,3.0,5.0,1.0,0.0,4.0,16.0,250.0,897.0,182.0,1111.0,1487.0,10139.0,313.0,2097.0,5418.0,25946
291,UTTARAKHAND,2008.0,8.0,10.0,150.0,551.0,0.0,53.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,2.0,1.0,2.0,6.0,2.0,84.0,121.0,2.0,75.0,188.0,928.0,16.0,144.0,423.0,1622
292,WEST BENGAL,2008.0,62.0,80.0,256.0,3924.0,17.0,71.0,2.0,67.0,0.0,0.0,0.0,0.0,3.0,15.0,1.0,680.0,4.0,0.0,1.0,1.0,16.0,54.0,34.0,1745.0,82.0,393.0,168.0,10917.0,184.0,613.0,462.0,17334
293,TOTAL (STATES),2008.0,1556.0,2818.0,59333.0,71198.0,690.0,3678.0,117.0,13180.0,10.0,28.0,4.0,243.0,106.0,317.0,19.0,11808.0,43.0,73.0,334.0,236.0,305.0,1009.0,14400.0,28932.0,1782.0,12007.0,17087.0,169379.0,4492.0,19930.0,91294.0,294976
294,A & N ISLANDS,2008.0,0.0,2.0,51.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,28.0,0.0,12.0,11.0,68.0,0.0,14.0,78.0,128
295,CHANDIGARH,2008.0,0.0,0.0,180.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,732.0,1.0,22.0,11.0,444.0,1.0,23.0,257.0,1991
296,D & N HAVELI,2008.0,1.0,0.0,26.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,18.0,0.0,0.0,5.0,7.0,1.0,0.0,49.0,54
297,DAMAN & DIU,2008.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,38.0,2.0,4.0,45.0,49
298,DAMAN & DIU,2008.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,2.0,4.0,2.0,38.0,2.0,4.0,45.0,49
299,DELHI,2008.0,4.0,64.0,1292.0,5106.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,821.0,0.0,2.0,0.0,14.0,3.0,34.0,278.0,1120.0,16.0,432.0,355.0,11806.0,24.0,541.0,1926.0,18867
300,LAKSHADWEEP,2008.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,8
301,PUDUCHERRY,2008.0,1.0,0.0,68.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,47.0,6.0,10.0,7.0,569.0,10.0,10.0,90.0,688
302,TOTAL (UTs),2008.0,6.0,64.0,1606.0,6027.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,821.0,0.0,2.0,0.0,16.0,6.0,35.0,402.0,1925.0,27.0,472.0,382.0,12904.0,40.0,582.0,2415.0,21706
303,TOTAL (ALL-INDIA),2008.0,6.0,66.0,1657.0,6052.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,2.0,1.0,821.0,0.0,2.0,0.0,17.0,6.0,35.0,418.0,1953.0,27.0,484.0,393.0,12972.0,40.0,596.0,2493.0,21834
304,ANDHRA PRADESH,2009.0,24.0,169.0,5499.0,9373.0,31.0,115.0,80.0,314.0,0.0,1.0,0.0,42.0,0.0,2.0,48.0,1347.0,1.0,2.0,23.0,74.0,6.0,14.0,686.0,2427.0,40.0,241.0,1436.0,11115.0,102.0,544.0,7772.0,24692
305,ARUNACHAL PRADESH,2009.0,11.0,12.0,99.0,140.0,1.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,27.0,48.0,8.0,30.0,75.0,186.0,20.0,55.0,201.0,381
306,ASSAM,2009.0,172.0,337.0,2166.0,4265.0,22.0,60.0,47.0,207.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,27.0,1.0,1.0,15.0,2.0,13.0,43.0,339.0,761.0,41.0,239.0,579.0,2381.0,251.0,680.0,3149.0,7644
307,BIHAR,2009.0,321.0,217.0,2601.0,5195.0,165.0,827.0,14.0,475.0,0.0,0.0,0.0,1.0,36.0,45.0,11.0,1273.0,7.0,2.0,0.0,0.0,24.0,57.0,272.0,1271.0,101.0,471.0,668.0,7006.0,654.0,1619.0,3566.0,15221
308,CHHATTISGARH,2009.0,56.0,47.0,3121.0,1187.0,17.0,115.0,33.0,33.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,272.0,1.0,6.0,5.0,14.0,0.0,8.0,306.0,441.0,60.0,372.0,510.0,3844.0,134.0,554.0,3975.0,5792
309,GOA,2009.0,3.0,3.0,190.0,115.0,1.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,2.0,64.0,69.0,0.0,20.0,37.0,659.0,4.0,30.0,294.0,858
310,GUJARAT,2009.0,79.0,132.0,2673.0,4407.0,15.0,60.0,5.0,202.0,0.0,1.0,0.0,8.0,8.0,11.0,0.0,615.0,1.0,5.0,20.0,24.0,18.0,69.0,787.0,1795.0,125.0,1142.0,1003.0,12618.0,246.0,1420.0,4488.0,19669
311,HARYANA,2009.0,27.0,99.0,2740.0,2711.0,37.0,113.0,0.0,226.0,0.0,0.0,0.0,0.0,5.0,18.0,0.0,467.0,3.0,9.0,37.0,60.0,9.0,33.0,733.0,2375.0,72.0,407.0,567.0,7078.0,153.0,679.0,4077.0,12917
312,HIMACHAL PRADESH,2009.0,1.0,1.0,367.0,153.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,17.0,0.0,0.0,1.0,126.0,63.0,3.0,15.0,274.0,580.0,4.0,21.0,784.0,823
313,JAMMU & KASHMIR,2009.0,0.0,7.0,677.0,627.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,3.0,305.0,238.0,1.0,58.0,582.0,1721.0,1.0,69.0,1566.0,2631
314,JHARKHAND,2009.0,206.0,128.0,1017.0,3462.0,116.0,360.0,7.0,651.0,0.0,0.0,0.0,0.0,14.0,19.0,0.0,310.0,7.0,3.0,0.0,1.0,18.0,76.0,188.0,1089.0,51.0,194.0,180.0,2203.0,412.0,780.0,1392.0,7716
315,KARNATAKA,2009.0,65.0,260.0,3258.0,5019.0,31.0,92.0,140.0,544.0,0.0,1.0,0.0,4.0,2.0,47.0,0.0,461.0,2.0,4.0,61.0,49.0,12.0,44.0,1058.0,2048.0,161.0,1377.0,2112.0,12451.0,273.0,1825.0,6629.0,20576
316,KERALA,2009.0,31.0,171.0,1974.0,1264.0,13.0,30.0,1.0,84.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,187.0,1.0,0.0,25.0,5.0,8.0,42.0,617.0,353.0,59.0,584.0,936.0,3665.0,112.0,830.0,3554.0,5564
317,MADHYA PRADESH,2009.0,32.0,395.0,7593.0,9437.0,22.0,300.0,18.0,470.0,0.0,0.0,0.0,91.0,1.0,43.0,30.0,1657.0,3.0,5.0,11.0,14.0,7.0,45.0,1120.0,1996.0,52.0,1482.0,1889.0,9595.0,117.0,2270.0,10661.0,23260
318,MAHARASHTRA,2009.0,159.0,388.0,9644.0,9470.0,88.0,314.0,11.0,242.0,1.0,2.0,3.0,66.0,22.0,82.0,5.0,3541.0,2.0,5.0,85.0,70.0,43.0,174.0,2629.0,3784.0,465.0,2349.0,3464.0,33757.0,780.0,3314.0,15841.0,50930
319,MANIPUR,2009.0,1.0,0.0,15.0,107.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,2.0,0.0,3.0,20.0,225.0,1.0,3.0,68.0,394
320,MEGHALAYA,2009.0,21.0,16.0,101.0,159.0,18.0,29.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,141.0,24.0,19.0,39.0,224.0,64.0,67.0,147.0,545
321,MIZORAM,2009.0,0.0,0.0,321.0,630.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,16.0,2.0,1.0,26.0,115.0,2.0,4.0,381.0,761
322,NAGALAND,2009.0,2.0,20.0,24.0,147.0,3.0,34.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,28.0,3.0,35.0,48.0,162.0,8.0,92.0,82.0,347
323,ODISHA,2009.0,90.0,218.0,1729.0,1491.0,88.0,420.0,10.0,351.0,0.0,2.0,0.0,4.0,8.0,70.0,29.0,897.0,11.0,7.0,13.0,0.0,44.0,121.0,525.0,655.0,139.0,650.0,631.0,3738.0,380.0,1488.0,2937.0,7136
324,PUNJAB,2009.0,6.0,7.0,1313.0,1218.0,10.0,25.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,59.0,3.0,1.0,97.0,47.0,8.0,29.0,603.0,1097.0,11.0,107.0,493.0,3102.0,38.0,171.0,2507.0,5624
325,RAJASTHAN,2009.0,5.0,33.0,3166.0,3219.0,18.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,150.0,0.0,5.0,18.0,0.0,5.0,17.0,1253.0,781.0,23.0,754.0,857.0,17994.0,53.0,886.0,5294.0,22144
326,SIKKIM,2009.0,0.0,1.0,64.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,31.0,0.0,4.0,93.0,62
327,TAMIL NADU,2009.0,28.0,213.0,2986.0,3649.0,17.0,84.0,0.0,238.0,1.0,2.0,1.0,12.0,0.0,38.0,3.0,278.0,1.0,0.0,10.0,1.0,7.0,150.0,459.0,2692.0,43.0,657.0,762.0,8842.0,97.0,1144.0,4221.0,15712
328,TRIPURA,2009.0,3.0,25.0,111.0,159.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,66.0,112.0,4.0,33.0,54.0,142.0,7.0,77.0,231.0,415
329,UTTAR PRADESH,2009.0,106.0,186.0,3747.0,3945.0,58.0,891.0,0.0,11312.0,0.0,0.0,0.0,0.0,5.0,33.0,0.0,1267.0,1.0,8.0,1.0,0.0,9.0,8.0,278.0,885.0,186.0,1159.0,1234.0,11817.0,365.0,2285.0,5260.0,29226
330,UTTARAKHAND,2009.0,8.0,16.0,240.0,619.0,3.0,75.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,0.0,2.0,4.0,2.0,2.0,54.0,89.0,21.0,86.0,67.0,816.0,35.0,179.0,363.0,1601
331,WEST BENGAL,2009.0,70.0,104.0,183.0,5201.0,24.0,81.0,1.0,108.0,0.0,0.0,0.0,0.0,4.0,23.0,0.0,610.0,7.0,3.0,0.0,20.0,23.0,33.0,45.0,1611.0,86.0,507.0,100.0,9583.0,214.0,751.0,329.0,17133
332,TOTAL (STATES),2009.0,1527.0,3205.0,57619.0,77393.0,798.0,4116.0,368.0,15730.0,3.0,9.0,4.0,236.0,108.0,446.0,131.0,13503.0,53.0,70.0,457.0,395.0,257.0,1000.0,12623.0,26867.0,1781.0,12995.0,18660.0,165650.0,4527.0,21841.0,89862.0,299774
333,A & N ISLANDS,2009.0,0.0,0.0,38.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,0.0,11.0,29.0,78.0,0.0,11.0,86.0,134
334,CHANDIGARH,2009.0,1.0,5.0,143.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,81.0,453.0,2.0,17.0,16.0,549.0,4.0,27.0,241.0,1731
335,D & N HAVELI,2009.0,3.0,0.0,24.0,14.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,10.0,17.0,3.0,0.0,8.0,32.0,9.0,2.0,43.0,63
336,DAMAN & DIU,2009.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,5.0,0.0,2.0,3.0,32.0,0.0,4.0,33.0,41
337,DELHI,2009.0,7.0,79.0,1133.0,5848.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,734.0,1.0,0.0,4.0,4.0,7.0,31.0,321.0,965.0,18.0,385.0,274.0,14180.0,36.0,515.0,1733.0,21731
338,LAKSHADWEEP,2009.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,10
339,PUDUCHERRY,2009.0,0.0,2.0,49.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,38.0,7.0,7.0,0.0,602.0,7.0,9.0,71.0,711
340,TOTAL (UTs),2009.0,13.0,87.0,1399.0,6707.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,10.0,1.0,734.0,1.0,0.0,6.0,5.0,10.0,37.0,472.0,1495.0,31.0,422.0,330.0,15476.0,59.0,568.0,2208.0,24421
341,TOTAL (ALL-INDIA),2009.0,1540.0,3292.0,59018.0,84100.0,800.0,4128.0,368.0,15730.0,3.0,9.0,4.0,240.0,110.0,456.0,132.0,14237.0,54.0,70.0,463.0,400.0,267.0,1037.0,13095.0,28362.0,1812.0,13417.0,18990.0,181126.0,4586.0,22409.0,92070.0,324195
342,ANDHRA PRADESH,2010.0,49.0,194.0,5623.0,9619.0,40.0,88.0,172.0,506.0,0.0,0.0,0.0,49.0,1.0,20.0,11.0,920.0,2.0,0.0,20.0,36.0,3.0,13.0,799.0,3445.0,39.0,235.0,1575.0,12181.0,134.0,550.0,8200.0,26756
343,ARUNACHAL PRADESH,2010.0,10.0,33.0,102.0,273.0,0.0,3.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,49.0,48.0,3.0,22.0,57.0,116.0,15.0,69.0,211.0,445
344,ASSAM,2010.0,104.0,152.0,1215.0,1751.0,26.0,50.0,82.0,208.0,0.0,0.0,0.0,2.0,8.0,6.0,6.0,95.0,0.0,2.0,1.0,8.0,24.0,81.0,405.0,828.0,86.0,371.0,1749.0,4968.0,248.0,662.0,3458.0,7860
345,BIHAR,2010.0,317.0,87.0,2505.0,5459.0,207.0,1051.0,37.0,475.0,0.0,2.0,0.0,23.0,26.0,30.0,13.0,1307.0,7.0,2.0,0.0,21.0,23.0,56.0,300.0,1706.0,64.0,310.0,582.0,6553.0,644.0,1538.0,3437.0,15544
346,CHHATTISGARH,2010.0,47.0,51.0,3007.0,1623.0,2.0,78.0,7.0,108.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,344.0,3.0,2.0,1.0,4.0,4.0,11.0,238.0,413.0,66.0,403.0,458.0,3312.0,122.0,552.0,3711.0,5805
347,GOA,2010.0,1.0,4.0,202.0,154.0,0.0,12.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,19.0,0.0,0.0,3.0,5.0,0.0,2.0,76.0,83.0,1.0,21.0,87.0,753.0,2.0,39.0,368.0,1034
348,GUJARAT,2010.0,38.0,130.0,2441.0,3672.0,21.0,54.0,5.0,107.0,0.0,1.0,0.0,13.0,3.0,13.0,2.0,500.0,0.0,2.0,13.0,18.0,20.0,62.0,699.0,1735.0,104.0,1122.0,911.0,10749.0,186.0,1384.0,4071.0,16794
349,HARYANA,2010.0,20.0,66.0,2780.0,3180.0,42.0,136.0,111.0,471.0,0.0,0.0,0.0,0.0,2.0,18.0,1.0,473.0,0.0,1.0,19.0,172.0,4.0,54.0,847.0,2360.0,79.0,459.0,687.0,9610.0,147.0,734.0,4445.0,16266
350,HIMACHAL PRADESH,2010.0,1.0,2.0,374.0,157.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,1.0,2.0,128.0,80.0,0.0,7.0,237.0,555.0,2.0,11.0,743.0,838
351,JAMMU & KASHMIR,2010.0,2.0,16.0,743.0,613.0,0.0,4.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,4.0,67.0,20.0,0.0,0.0,4.0,0.0,1.0,1.0,423.0,327.0,3.0,36.0,162.0,1513.0,6.0,61.0,1406.0,2510
352,JHARKHAND,2010.0,150.0,105.0,1067.0,2721.0,111.0,376.0,15.0,647.0,0.0,0.0,0.0,0.0,12.0,27.0,0.0,280.0,6.0,7.0,3.0,90.0,17.0,67.0,184.0,1501.0,39.0,127.0,88.0,1851.0,335.0,709.0,1357.0,7090
353,KARNATAKA,2010.0,40.0,703.0,3585.0,5003.0,34.0,81.0,0.0,95.0,0.0,1.0,0.0,1.0,0.0,30.0,2.0,436.0,0.0,1.0,38.0,33.0,16.0,44.0,699.0,1607.0,182.0,1089.0,1735.0,12918.0,272.0,1949.0,6059.0,20093
